InvoiceLineId  Name                                                          ArtistName                                                  

1035           Os Cegos Do Castelo                                           Titãs                                                       

1036           Flores                                                        Titãs                                                       

1037           Cabeça Dinossauro                                             Titãs                                                       

1038           Homem Primata (Vinheta)                                       Titãs                                                       

1039           Sonifera Ilha                                                 Titãs                                                       

1040           Amanhã Não Se Sabe                                            Titãs                                                       

1041           Eu E Ela                                                      Titãs                                                       

1042           Exodus, Pt. 1                                                 Battlestar Galactica                                        

1043           Unfinished Business                                           Battlestar Galactica                                        

1044           A Day In the Life                                             Battlestar Galactica                                        

1045           Genesis                                                       Heroes                                                      

1046           Nothing to Hide                                               Heroes                                                      

1047           Distractions                                                  Heroes                                                      

1048           Adrift                                                        Lost                                                        

1049           ...And Found                                                  Lost                                                        

1050           The Other 48 Days                                             Lost                                                        

1051           The 23rd Psalm                                                Lost                                                        

1052           The Long Con                                                  Lost                                                        

1053           The Whole Truth                                               Lost                                                        

1054           S.O.S.                                                        Lost                                                        

1055           Exodus (Part 2) [Season Finale]                               Lost                                                        

1056           The Fly                                                       U2                                                          

1057           Walk On                                                       U2                                                          

1058           Spanish Eyes                                                  U2                                                          

1059           Hallelujah Here She Comes                                     U2                                                          

1060           City Of Blinding Lights                                       U2                                                          

1061           Mofo                                                          U2                                                          

1062           All Along The Watchtower                                      U2                                                          

1063           I Still Haven't Found What I'm Looking for                    U2                                                          

1064           Freedom For My People                                         U2                                                          

1065           Pride (In The Name Of Love)                                   U2                                                          

1066           Love Rescue Me                                                U2                                                          

1067           Heartland                                                     U2                                                          

1068           The Star Spangled Banner                                      U2                                                          

1069           All I Want Is You                                             U2                                                          

1070           New Year's Day                                                U2                                                          

1071           Bad                                                           U2                                                          

1072           Sweetest Thing                                                U2                                                          

1073           All I Want Is You                                             U2                                                          

1074           Like A Song...                                                U2                                                          

1075           Red Light                                                     U2                                                          

1076           Babyface                                                      U2                                                          

1077           The First Time                                                U2                                                          

1078           Homely Girl                                                   UB40                                                        

1079           Bring Me Your Cup                                             UB40                                                        

1080           Hang 'Em High                                                 Van Halen                                                   

1081           Little Guitars (Intro)                                        Van Halen                                                   

1082           Ain't Talkin' 'bout Love                                      Van Halen                                                   

1083           Panama                                                        Van Halen                                                   

1084           Can't Stop Loving You                                         Van Halen                                                   

1085           You Really Got Me                                             Van Halen                                                   

1086           Neworld                                                       Van Halen                                                   

1087           Primary                                                       Van Halen                                                   

1088           Headspace                                                     Velvet Revolver                                             

1089           Tudo Na Mais Santa Paz                                        Vinícius De Moraes                                          

1090           Samba Do Jato                                                 Vinícius De Moraes                                          

1091           Now You're Gone                                               Lenny Kravitz                                               

1092           Faixa Amarela                                                 Zeca Pagodinho                                              

1093           Sem Essa de Malandro Agulha                                   Zeca Pagodinho                                              

1094           Verdade                                                       Zeca Pagodinho                                              

1095           Diversity Day                                                 The Office                                                  

1096           Halloween                                                     The Office                                                  

1097           The Carpet                                                    The Office                                                  

1098           Gay Witch Hunt                                                The Office                                                  

1099           A Benihana Christmas, Pts. 1 & 2                              The Office                                                  

1100           How to Stop an Exploding Man                                  Heroes                                                      

1101           Through a Looking Glass                                       Lost                                                        

1102           Your Time Is Gonna Come                                       Dread Zeppelin                                              

1103           Battlestar Galactica, Pt. 2                                   Battlestar Galactica (Classic)                              

1104           Lost Planet of the Gods, Pt. 1                                Battlestar Galactica (Classic)                              

1105           The Lost Warrior                                              Battlestar Galactica (Classic)                              

1106           The Gun On Ice Planet Zero, Pt. 1                             Battlestar Galactica (Classic)                              

1107           The Magnificent Warriors                                      Battlestar Galactica (Classic)                              

1108           The Living Legend, Pt. 1                                      Battlestar Galactica (Classic)                              

1109           War of the Gods, Pt. 2                                        Battlestar Galactica (Classic)                              

1110           Greetings from Earth, Pt. 2                                   Battlestar Galactica (Classic)                              

1111           The Hand of God                                               Battlestar Galactica (Classic)                              

1112           Instant Karma                                                 U2                                                          

1113           Cold Turkey                                                   U2                                                          

1114           Oh, My Love                                                   U2                                                          

1115           Imagine                                                       U2                                                          

1116           [Just Like] Starting Over                                     U2                                                          

1117           Fairies Wear Boots                                            Ozzy Osbourne                                               

1118           Sabbath, Bloody Sabbath                                       Ozzy Osbourne                                               

1119           Loving You Sunday Morning                                     Scorpions                                                   

1120           Tease Me Please Me                                            Scorpions                                                   

1121           Top O' The Morning To Ya                                      House Of Pain                                               

1122           Guess Who's Back                                              House Of Pain                                               

1123           Feel It                                                       House Of Pain                                               

1124           Um Lugar ao Sol                                               O Rappa                                                     

1125           Chega no Suingue                                              O Rappa                                                     

1126           The Economist                                                 Lost                                                        

1127           Din Din Wo (Little Child)                                     Habib Koité and Bamada                                      

1128           Something Nice Back Home                                      Lost                                                        

1129           Call Me a Dog                                                 Temple of the Dog                                           

1130           Safe and Sound                                                Chris Cornell                                               

1131           Disappearing Act                                              Chris Cornell                                               

1132           Shape of Things to Come                                       Audioslave                                                  

1133           Canon and Gigue in D Major: I. Canon                          English Concert & Trevor Pinnock                            

1134           Symphony No. 104 in D Major "London": IV. Finale: Spiritoso   Royal Philharmonic Orchestra & Sir Thomas Beecham           

1135           Jupiter, the Bringer of Jollity                               Eugene Ormandy                                              

1136           Scheherazade, Op. 35: I. The Sea and Sindbad's Ship           Chicago Symphony Orchestra & Fritz Reiner                   

1137           Two Fanfares for Orchestra: II. Short Ride in a Fast Machine  Edo de Waart & San Francisco Symphony                       

1138           Rehab                                                         Amy Winehouse                                               

1139           You Know I'm No Good                                          Amy Winehouse                                               

1140           Me & Mr. Jones                                                Amy Winehouse                                               

1141           Back to Black                                                 Amy Winehouse                                               

1142           Tears Dry On Their Own                                        Amy Winehouse                                               

1143           Some Unholy War                                               Amy Winehouse                                               

1144           You Know I'm No Good (feat. Ghostface Killah)                 Amy Winehouse                                               

1145           Intro / Stronger Than Me                                      Amy Winehouse                                               

1146           F**k Me Pumps                                                 Amy Winehouse                                               

1147           Take the Box                                                  Amy Winehouse                                               

1148           Amy Amy Amy (Outro)                                           Amy Winehouse                                               

1149           A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Nott  Philharmonia Orchestra & Sir Neville Marriner               
               urno                                                                                                                      

1150           Symphony No. 3 Op. 36 for Orchestra and Soprano "Symfonia Pi  Adrian Leaper & Doreen de Feis                              
               esni Zalosnych" \ Lento E Largo - Tranquillissimo                                                                         

1151           Symphony No. 2: III. Allegro vivace                           Kent Nagano and Orchestre de l'Opéra de Lyon                

1152           Metopes, Op. 29: Calypso                                      Martin Roscoe                                               

1153           Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia        Eugene Ormandy                                              

1154           Balls to the Wall                                             Accept                                                      

1155           Inject The Venom                                              AC/DC                                                       

1156           Spellbound                                                    AC/DC                                                       

1157           Overdose                                                      AC/DC                                                       

1158           What It Takes                                                 Aerosmith                                                   

1159           Deuces Are Wild                                               Aerosmith                                                   

1160           All I Really Want                                             Alanis Morissette                                           

1161           You Learn                                                     Alanis Morissette                                           

1162           Sea Of Sorrow                                                 Alice In Chains                                             

1163           Real Thing                                                    Alice In Chains                                             

1164           Falando De Amor                                               Antônio Carlos Jobim                                        

1165           The Unforgiven                                                Apocalyptica                                                

1166           Like a Stone                                                  Audioslave                                                  

1167           The Last Remaining Light                                      Audioslave                                                  

1168           Yesterday To Tomorrow                                         Audioslave                                                  

1169           C'Mon Everybody                                               BackBeat                                                    

1170           Spanish moss-"A sound portrait"-Spanish moss                  Billy Cobham                                                

1171           All For You                                                   Black Label Society                                         

1172           The Begining... At Last                                       Black Label Society                                         

1173           N.I.B.                                                        Black Sabbath                                               

1174           Snowblind                                                     Black Sabbath                                               

1175           A Statistic                                                   Body Count                                                  

1176           Chemical Wedding                                              Bruce Dickinson                                             

1177           The Tower                                                     Bruce Dickinson                                             

1178           Killing Floor                                                 Bruce Dickinson                                             

1179           Gates Of Urizen                                               Bruce Dickinson                                             

1180           Trupets Of Jericho                                            Bruce Dickinson                                             

1181           The Alchemist                                                 Bruce Dickinson                                             

1182           First Time I Met The Blues                                    Buddy Guy                                                   

1183           Stone Crazy                                                   Buddy Guy                                                   

1184           When My Left Eye Jumps                                        Buddy Guy                                                   

1185           My Time After Awhile                                          Buddy Guy                                                   

1186           Prenda Minha                                                  Caetano Veloso                                              

1187           Texto "Verdade Tropical"                                      Caetano Veloso                                              

1188           Carolina                                                      Caetano Veloso                                              

1189           Linha Do Equador                                              Caetano Veloso                                              

1190           Vida Boa                                                      Caetano Veloso                                              

1191           Vai Passar                                                    Chico Buarque                                               

1192           Morena De Angola                                              Chico Buarque                                               

1193           Meu Caro Amigo                                                Chico Buarque                                               

1194           Mateus Enter                                                  Chico Science & Nação Zumbi                                 

1195           Samba Do Lado                                                 Chico Science & Nação Zumbi                                 

1196           Um Satélite Na Cabeça                                         Chico Science & Nação Zumbi                                 

1197           Amor De Muito                                                 Chico Science & Nação Zumbi                                 

1198           Banditismo Por Uma Questa                                     Chico Science & Nação Zumbi                                 

1199           Maracatu De Tiro Certeiro                                     Chico Science & Nação Zumbi                                 

1200           Soldado Da Paz                                                Cidade Negra                                                

1201           Pensamento                                                    Cidade Negra                                                

1202           Falar A Verdade                                               Cidade Negra                                                

1203           Eu Também Quero Beijar                                        Cidade Negra                                                

1204           Felicidade Urgente                                            Cláudio Zoli                                                

1205           Levada do Amor (Ailoviu)                                      Various Artists                                             

1206           Communication Breakdown                                       Led Zeppelin                                                

1207           I Can't Quit You Baby(2)                                      Led Zeppelin                                                

1208           Advance Romance                                               Frank Zappa & Captain Beefheart                             

1209           Camisa Verde 2001                                             Various Artists                                             

1210           Mas Que Nada                                                  Marcos Valle                                                

1211           Mistério da Raça                                              Marcos Valle                                                

1212           Tarde Em Itapoã                                               Antônio Carlos Jobim                                        

1213           Um Jantar Pra Dois                                            Antônio Carlos Jobim                                        

1214           Whiskey In The Jar                                            Metallica                                                   

1215           Tuesday's Gone                                                Metallica                                                   

1216           The More I See                                                Metallica                                                   

1217           Under Pressure                                                Queen                                                       

1218           I Want It All                                                 Queen                                                       

1219           Innuendo                                                      Queen                                                       

1220           Breakthru                                                     Queen                                                       

1221           Headlong                                                      Queen                                                       

1222           I'm Going Slightly Mad                                        Queen                                                       

1223           The Show Must Go On                                           Queen                                                       

1224           Hard Luck Woman                                               Kiss                                                        

1225           Goin' Blind                                                   Kiss                                                        

1226           I Was Made For Loving You                                     Kiss                                                        

1227           Beth                                                          Kiss                                                        

1228           Plaster Caster                                                Kiss                                                        

1229           Playtime                                                      Spyro Gyra                                                  

1230           J Squared                                                     Spyro Gyra                                                  

1231           Basket Case                                                   Green Day                                                   

1232           Jaded                                                         Green Day                                                   

1233           Nice Guys Finish Last                                         Green Day                                                   

1234           River Song                                                    David Coverdale                                             

1235           Living On Love                                                David Coverdale                                             

1236           Não Dá Mais Pra Segurar (Explode Coração)                     Gonzaguinha                                                 

1237           Eu Apenas Queria Que Voçê Soubesse                            Gonzaguinha                                                 

1238           Um Indio                                                      Chico Buarque                                               

1239           Fora Da Ordem                                                 Chico Buarque                                               

1240           Chão De Estrelas                                              Os Mutantes                                                 

1241           Stormbringer                                                  Deep Purple                                                 

1242           Houses Of The Holy                                            Led Zeppelin                                                

1243           Mangueira                                                     Various Artists                                             

1244           Love Of My Life                                               Santana                                                     

1245           El Farol                                                      Santana                                                     

1246           Um Love                                                       Ed Motta                                                    

1247           Jeru                                                          Miles Davis                                                 

1248           So What                                                       Miles Davis                                                 

1249           Black Satin                                                   Miles Davis                                                 

1250           Blue Rythm Fantasy                                            Gene Krupa                                                  

1251           Bop Boogie                                                    Gene Krupa                                                  

1252           Onde Anda Você                                                Toquinho & Vinícius                                         

1253           Samba Da Volta                                                Toquinho & Vinícius                                         

1254           Canto De Ossanha                                              Toquinho & Vinícius                                         

1255           Formosa                                                       Toquinho & Vinícius                                         

1256           Minha Namorada                                                Toquinho & Vinícius                                         

1257           Berimbau                                                      Toquinho & Vinícius                                         

1258           Pot-Pourri N.º 2                                              Toquinho & Vinícius                                         

1259           Carta Ao Tom 74                                               Toquinho & Vinícius                                         

1260           Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)                  Various Artists                                             

1261           Coração do Agreste (Fafá de Belém)                            Various Artists                                             

1262           Romaria (Renato Teixeira)                                     Various Artists                                             

1263           Preciso Apender a Viver Só (Maysa)                            Various Artists                                             

1264           Bad Moon Rising                                               Creedence Clearwater Revival                                

1265           Down On The Corner                                            Creedence Clearwater Revival                                

1266           Up Around The Bend                                            Creedence Clearwater Revival                                

1267           Hey Tonight                                                   Creedence Clearwater Revival                                

1268           Good Golly Miss Molly                                         Creedence Clearwater Revival                                

1269           Don't Look Now                                                Creedence Clearwater Revival                                

1270           It's Just A Thought                                           Creedence Clearwater Revival                                

1271           Brasil                                                        Cássia Eller                                                

1272           Meu Mundo Fica Completo (Com Você)                            Cássia Eller                                                

1273           Woman Of The World (Ao Vivo)                                  Cássia Eller                                                

1274           Todo Amor Que Houver Nesta Vida                               Cássia Eller                                                

1275           Socorro                                                       Cássia Eller                                                

1276           I Need Love                                                   Deep Purple                                                 

1277           Into The Fire                                                 Deep Purple                                                 

1278           No One Came                                                   Deep Purple                                                 

1279           Hush                                                          Deep Purple                                                 

1280           Space Truckin'                                                Deep Purple                                                 

1281           A Touch Away                                                  Deep Purple                                                 

1282           Love Conquers All                                             Deep Purple                                                 

1283           You Can't Do it Right (With the One You Love)                 Deep Purple                                                 

1284           Ramshackle Man                                                Deep Purple                                                 

1285           Two Steps Behind [Acoustic Version]                           Def Leppard                                                 

1286           Rock Of Ages                                                  Def Leppard                                                 

1287           Outbreak                                                      Dennis Chambers                                             

1288           Álibi                                                         Djavan                                                      

1289           Oceano                                                        Djavan                                                      

1290           Dois Pra Lá, Dois Pra Cá                                      Elis Regina                                                 

1291           Casa no Campo                                                 Elis Regina                                                 

1292           Romaria                                                       Elis Regina                                                 

1293           Me Deixas Louca                                               Elis Regina                                                 

1294           Saudosa Maloca                                                Elis Regina                                                 

1295           Madalena                                                      Elis Regina                                                 

1296           Aprendendo A Jogar                                            Elis Regina                                                 

1297           Badge                                                         Eric Clapton                                                

1298           Sunshine Of Your Love                                         Eric Clapton                                                

1299           Bell Bottom Blues                                             Eric Clapton                                                

1300           Swing Low Sweet Chariot                                       Eric Clapton                                                

1301           Let It Grow                                                   Eric Clapton                                                

1302           Before You Accuse Me                                          Eric Clapton                                                

1303           Nobody Knows You When You're Down & Out                       Eric Clapton                                                

1304           Alberta                                                       Eric Clapton                                                

1305           Stripsearch                                                   Faith No More                                               

1306           She Loves Me Not                                              Faith No More                                               

1307           Caffeine                                                      Faith No More                                               

1308           Kindergarten                                                  Faith No More                                               

1309           Easy                                                          Faith No More                                               

1310           Cuckoo For Caca                                               Faith No More                                               

1311           What A Day                                                    Faith No More                                               

1312           Falling To Pieces                                             Faith No More                                               

1313           Woodpecker From Mars                                          Faith No More                                               

1314           Zeca Violeiro                                                 Falamansa                                                   

1315           No Way Back                                                   Foo Fighters                                                

1316           Still                                                         Foo Fighters                                                

1317           Razor                                                         Foo Fighters                                                

1318           Overdrive                                                     Foo Fighters                                                

1319           My Hero                                                       Foo Fighters                                                

1320           New York, New York                                            Frank Sinatra                                               

1321           My Kind Of Town                                               Frank Sinatra                                               

1322           Bad, Bad Leroy Brown                                          Frank Sinatra                                               

1323           Zambação                                                      Funk Como Le Gusta                                          

1324           Divirta-Se (Saindo Da Sua)                                    Funk Como Le Gusta                                          

1325           Assum Preto                                                   Gilberto Gil                                                

1326           Is This Love (Live)                                           Gilberto Gil                                                

1327           Copacabana (Live)                                             Gilberto Gil                                                

1328           Beira Mar                                                     Eric Clapton                                                

1329           Sampa                                                         Eric Clapton                                                

1330           Parabolicamará                                                Eric Clapton                                                

1331           Expresso 2222                                                 Eric Clapton                                                

1332           Palco                                                         Eric Clapton                                                

1333           Sítio Do Pica-Pau Amarelo                                     Eric Clapton                                                

1334           Faceless                                                      Godsmack                                                    

1335           Make Me Believe                                               Godsmack                                                    

1336           Re-Align                                                      Godsmack                                                    

1337           I Am                                                          Godsmack                                                    

1338           Jesus Of Suburbia / City Of The Damned / I Don't Care / Dear  Green Day                                                   
               ly Beloved / Tales Of Another Broken Home                                                                                 

1339           St. Jimmy                                                     Green Day                                                   

1340           Letterbomb                                                    Green Day                                                   

1341           Welcome to the Jungle                                         Guns N' Roses                                               

1342           Mr. Brownstone                                                Guns N' Roses                                               

1343           Anything Goes                                                 Guns N' Roses                                               

1344           Perfect Crime                                                 Guns N' Roses                                               

1345           The Garden                                                    Guns N' Roses                                               

1346           Civil War                                                     Guns N' Roses                                               

1347           Breakdown                                                     Guns N' Roses                                               

1348           Don't Cry                                                     Guns N' Roses                                               

1349           L'Arc En Ciel De Miles                                        Incognito                                                   

1350           Jacob's Ladder                                                Incognito                                                   

1351           The Pilgrim                                                   Iron Maiden                                                 

1352           The Trooper                                                   Iron Maiden                                                 

1353           Iron Maiden                                                   Iron Maiden                                                 

1354           Bring Your Daughter... To The Slaughter                       Iron Maiden                                                 

1355           Dream Of Mirrors                                              Iron Maiden                                                 
